location,wind,solar,battery,operational_emissions_total_g,embodied_emissions_initial_g,embodied_emissions_g,coverage_pct,total_battery_discharge_kwh,total_excess_renewable_kwh,total_grid_draw_kwh
houston,27000,28000,37500,19174883.45398367,23734000000,4042473133.991016,99.69132353967287,2595741.7543385564,68765531.29081136,46702.44069997937
houston,27000,0,37500,831691335.7732121,12198000000,3336253400.8462086,86.01438358007724,2877449.294632672,33673811.74133575,2116009.820806767
houston,27000,8000,37500,112402196.12253688,15494000000,3538034082.3428235,98.11409396236643,2728954.4040632998,42460464.584391475,285335.703263443
houston,15000,0,37500,1441620667.5479112,8010000000,3088849362.1152096,75.68781843339988,2528038.528542183,14645747.495559292,3678408.8320110813
houston,24000,36000,37500,17020354.71240222,25983000000,4180570021.901904,99.72826876277885,2684623.9657772724,74070463.05423753,41112.66527808027
houston,27000,36000,37500,16530387.6877488,27030000000,4244248065.4159775,99.73938721448451,2557125.994350805,79379254.36883822,39430.454620006145
houston,15000,32000,37500,27130905.12414171,21194000000,3895956622.0810966,99.53115632012178,3254147.710829596,53463782.293587744,70935.58133285209
houston,24000,8000,37500,141867931.39002258,14447000000,3474356038.8287506,97.63865991247593,2802330.276180647,37223547.56452996,357268.4010086144
houston,30000,8000,37500,94733317.84346758,16541000000,3598473750.6627274,98.41618327415124,2655822.573556352,47453341.82171808,239629.89157059282
houston,30000,20000,37500,28164860.210007075,21485000000,3901137664.1078253,99.56374999103713,2539377.7838293626,63202980.92124446,66004.19141894103
houston,21000,24000,37500,27038819.54136101,19992000000,3819624334.9518967,99.56499424765582,2889001.1312016,53302165.25196629,65815.93663304448
houston,21000,0,37500,1057962092.7840799,10104000000,3214292076.4165807,82.23249941955126,2778756.4220385496,24084011.95431788,2688205.123791539
houston,18000,16000,37500,56873253.61770477,15649000000,3552937858.845521,99.0463682676666,3129623.7588288607,37344716.62472737,144283.53034020888
houston,21000,28000,37500,21629613.24948749,21640000000,3920511809.561388,99.64370211717521,2865963.7400273676,58601065.2925708,53907.51444576625
houston,0,16000,37500,617241914.5757172,9367000000,3178556816.67477,89.26606141811646,7819972.327519016,7533719.8283768175,1624034.2058035405
houston,21000,32000,37500,19436570.437531903,23288000000,4021399336.382468,99.6818451452809,2843728.112324034,63906249.67969063,48136.51232161214
houston,18000,20000,37500,41360248.736850835,17297000000,3653825637.1124635,99.31860801154696,3103075.396986894,42613551.11640823,103093.92851156474
houston,21000,20000,37500,33753471.45168332,18344000000,3718736671.3582935,99.45457716824652,2918536.827732897,48007757.708755784,82521.9306628877
houston,30000,12000,37500,42376976.187050134,18189000000,3699361958.324168,99.31768893785137,2644718.6554354476,52620013.11298651,103232.98344539832
houston,21000,4000,37500,479491362.41372454,11752000000,3315184027.3157854,92.0020707443286,2513591.3397377874,27924463.488895986,1210078.7225231158
